UniqueCount	AmbigCount
15	0
0	27
1	29
0	6
0	29
135	0
2	0
65	0
256	0
94	112
11	112
176	0
230	0
257	0
144	0
81	0
155	0
32	0
62	0
54	0
287	0
4	25
8	25
259	0
726	0
278	0
115	184
47	184
33	0
511	0
1398	0
87	0
258	0
1040	0
27	0
4	0
7	0
479	0
7	0
124	0
12	0
295	0
2	0
58	0
171	0
56	0
797	0
217	2
41	15
20	15
112	0
573	0
418	0
151	0
237	0
150	0
20	214
22	214
6	0
16	0
103	0
2026	0
38	0
61	0
42	85
56	85
9042	1
64	0
562	13
19	0
0	57
3	57
170	0
7	266
8	266
9	0
9	263
12	263
49	190
5	190
55	0
31	11
303	0
83	0
677	0
286	0
193	0
58	3
148	0
41	0
1	198
65	455
107	455
59	56
0	56
74	0
37	0
114	0
119	0
4	0
89	0
252	5
663	0
22	0
298	0
28	0
14	0
977	0
22	0
168	5
268	1
66	0
59	0
65	0
132	68
248	68
0	41
6	41
97	0
1258	8
87	0
138	21
253	0
175	1
5	0
17	0
12	0
79	0
95	0
74	0
208	0
7	0
29	0
7	0
8	0
29	0
13	0
28	0
43	0
44	0
78	0
24	0
14	0
69	0
4	0
4	0
627	27
79	0
11	0
281	0
49	0
6	0
5	0
49	1
40	0
6	0
62	0
116	0
3663	0
1	0
19	0
12	0
25	0
57	0
65	0
5	0
0	1271
0	1271
230	0
118	0
111	0
3	0
6	0
46	0
96	0
1221	0
4	0
479	0
42	0
1	0
29	0
25	0
26	0
22	0
5	0
20	0
191	0
86	0
42	0
49	0
293	0
54	0
14	0
4	0
22	0
235	0
156	0
4	0
13	0
73	0
16	0
3	0
4	0
1921	13
62	0
14	0
19	0
70	0
27	0
115	0
376	0
55	0
1	0
53	0
70	0
21	0
19	0
10	0
55	0
2	0
7	0
4	0
11	0
679	0
17	0
74	0
3	0
7	0
6	0
1	0
4	0
5	0
110	0
22	0
9	0
13	0
13	0
2	0
4	0
3	0
5	0
12	0
1	0
2	0
1	0
0	0
5	0
2	0
3	0
1	0
0	0
3	0
4	0
0	0
3	0
0	0
8	0
0	0
5	0
10	0
1	0
3	0
1	0
3	0
2	0
3	0
7	0
3	0
1	0
26	0
7	0
6	0
5	0
1	0
2	0
6	0
30	0
7	0
1	0
5	0
5	0
3	0
3	0
4	0
5	0
2	0
0	0
4	0
0	0
6	0
5	0
2	0
5	0
3	0
8	0
3	0
2	0
6	0
4	0
3	0
2	0
16	0
1	0
3	0
11	0
9	0
1	0
4	0
1	0
11	0
29	0
10	0
6	0
1	0
0	0
3	0
1	0
9	0
5	0
15	0
1	0
6	0
68	0
261	3
7	0
6	0
8	0
33	0
172	0
5	0
71	0
5	0
22	0
243	3
972	0
58	0
13	0
39	0
23	0
58	0
21	0
96	0
3	0
5	0
153	0
20	0
302	0
18	0
33	2
93	5
80	0
10	0
34	0
20	0
2	0
68	0
51	0
128	0
47	0
15	0
38	0
131	0
7	0
46	0
393	0
11	0
12	0
21	0
45	0
25	0
17	0
18	0
607	0
4	0
7	0
62	0
37	0
1349	0
3	0
17	0
31	0
122	0
22	0
54	0
33	0
1	0
16	0
72	0
60	0
45	0
92	0
80	0
23	0
2	0
182	0
412	0
5	0
31	0
11	0
9	0
3	0
231	0
75	0
65	0
207	0
258	0
32	0
186	0
17	0
32	0
10	0
9	0
12	0
284	0
24	0
20	0
0	0
6	0
34	0
21	0
51	0
69	0
84	0
17	0
111	0
22	0
51	0
104	0
3	0
194	0
119	0
3247	0
170	0
15	0
74	0
797	0
30	0
55	0
473	0
58	0
29	0
4	0
47	0
382	0
64	0
127	0
47	0
137	0
9	0
230	0
65	0
9	0
205	0
6	0
134	0
25	0
53	0
81	0
10	0
8	0
370	0
240	0
85	0
20	1
184	0
46	0
48	0
106	0
18	0
1068	0
3	0
76	0
31	0
4	0
119	0
44	0
81	0
99	0
19	0
152	0
39	0
48	0
6	0
86	2
52	0
