UniqueCount	AmbigCount
25	1
0	52
0	55
0	6
1	55
272	0
13	0
184	0
482	0
75	52
7	52
389	0
482	0
453	0
414	0
222	0
425	0
113	0
171	0
36	0
548	0
9	91
25	91
723	0
1503	0
115	0
36	401
101	401
84	0
886	0
1649	0
279	0
408	0
283	0
59	0
14	0
11	0
812	0
16	0
188	0
31	0
500	5
4	0
176	0
321	0
184	0
926	0
316	5
93	59
51	59
202	0
611	0
718	0
405	0
314	0
217	0
7	90
5	90
8	1
77	0
212	0
2683	0
6	0
160	0
99	1203
601	1203
16020	1
141	0
132	2
51	0
11	226
8	226
502	0
26	590
20	590
58	0
7	424
59	424
96	489
8	489
192	0
99	13
568	0
213	0
1481	0
560	0
409	0
21	1
254	0
230	0
8	166
171	587
80	587
130	167
0	167
256	0
122	0
213	0
316	0
8	0
243	3
531	13
1033	0
159	0
204	0
135	0
56	0
2021	0
98	0
533	21
229	2
197	0
71	0
92	0
160	49
295	49
3	86
10	86
186	0
2291	20
257	0
64	18
569	0
414	2
10	0
20	0
46	0
154	0
295	0
190	0
375	0
8	0
90	0
9	0
12	0
118	0
42	0
68	0
30	0
93	0
160	0
63	0
45	0
148	0
12	0
10	0
577	22
156	0
37	0
536	0
52	0
13	0
17	0
59	2
29	0
63	0
160	0
301	0
8116	0
5	0
18	0
50	0
89	0
289	0
152	0
8	0
0	4852
0	4852
465	0
388	0
129	0
14	0
10	0
101	0
230	0
744	0
13	0
937	0
119	0
4	0
120	0
94	0
73	0
72	0
20	0
28	0
519	0
260	0
100	0
123	0
651	0
60	0
20	0
7	0
48	0
461	0
509	0
8	0
56	0
181	0
46	0
47	0
9	0
3066	23
18	0
68	0
57	0
127	0
42	5
250	0
682	0
164	0
12	0
98	0
131	0
32	0
47	0
10	0
136	0
17	0
15	0
4	0
24	0
1267	0
17	0
255	0
3	0
8	0
14	0
13	0
4	0
45	0
165	0
41	0
5	0
20	0
32	0
6	0
6	0
10	0
4	0
16	0
5	0
7	0
2	0
9	0
1	0
7	0
12	0
9	0
10	0
6	0
5	0
4	0
6	0
3	0
25	0
1	0
9	0
12	0
4	0
3	0
9	0
1	0
6	0
2	0
22	0
11	0
8	0
57	0
20	0
11	0
4	0
15	0
11	0
9	0
77	0
12	0
5	0
7	0
10	0
9	0
9	0
5	0
11	0
10	0
9	0
4	0
5	0
25	0
7	0
6	0
20	0
10	0
11	0
5	0
34	0
9	0
3	0
5	0
5	0
13	0
11	0
6	0
22	0
21	0
3	0
14	0
13	0
20	0
57	0
14	0
14	0
4	0
6	0
13	0
2	0
15	0
14	0
12	0
3	0
21	0
170	0
272	4
13	0
13	0
24	0
65	0
486	0
4	0
200	0
8	0
44	0
190	3
1947	0
145	0
27	0
86	0
53	0
108	0
12	0
226	0
7	0
8	0
321	0
34	0
689	0
44	0
65	5
213	10
168	0
17	0
69	0
44	0
6	0
183	0
112	0
257	0
181	0
87	0
89	0
271	0
7	0
171	0
934	0
20	0
15	0
97	0
111	0
42	0
29	0
52	0
1322	0
1	0
6	0
217	0
158	0
2109	0
6	0
50	0
28	0
313	0
5	0
162	0
62	0
6	0
27	0
228	0
194	0
65	0
187	0
186	0
77	0
9	0
364	0
756	0
11	0
19	0
26	0
10	0
8	0
416	0
128	0
145	0
1136	0
423	0
39	0
513	0
72	0
53	0
16	0
32	0
16	0
810	0
46	0
41	0
2	0
9	0
21	0
29	0
137	0
108	0
142	0
22	0
258	0
59	0
128	0
197	0
3	0
281	0
154	0
4266	0
347	0
40	0
129	0
1027	0
78	0
147	0
741	0
96	0
37	0
11	0
91	0
831	0
173	0
335	0
143	0
359	0
17	0
555	0
143	0
17	0
389	0
16	0
365	0
85	0
67	0
134	0
29	0
16	0
556	0
201	0
169	0
103	1
402	0
85	0
114	14
233	0
39	0
443	0
27	0
228	0
102	0
14	0
364	0
99	0
125	0
276	0
27	0
329	0
66	0
141	0
13	0
112	1
179	0
187	0
162	0
121	0
71	0
81	0
27	0
18	0
49	0
46	0
397	0
28	0
684	0
106	0
983	0
34	0
49	0
7	0
359	0
28	0
367	0
8	0
324	0
468	0
8	0
647	7
16	0
311	0
294	0
46	0
75	0
338	0
60	0
260	0
7	0
179	0
1363	0
110	0
319	0
150	0
16	0
8	0
25	0
18	0
101	16
10	0
10	0
16	0
4	0
114	0
32	0
8	0
8	0
6	0
17	0
18	0
4	0
1	0
5	0
35	2
67	0
10	0
14	0
16	0
14	0
12	0
218	0
2	0
11	0
17	0
23	0
10	0
53	0
26	0
109	0
13	0
35	0
42	0
6	0
14	0
14	0
15	0
14	0
29	0
30	0
11	0
3	0
9	0
6	0
10	0
4	0
9	0
7	0
35	0
12	0
14	0
52	0
21	0
5	0
6	0
10	0
22	0
9	0
5	0
11	0
9	0
7	0
4	0
21	0
6	0
10	0
13	0
9	0
5	0
7	0
15	0
19	0
14	0
13	0
7	0
5	0
17	0
4	0
22	0
2	0
93	0
7	0
45	0
17	0
24	0
11	0
16	0
42	0
12	6
8	0
9	0
13	1
13	0
347	0
6	0
25	0
67	0
58	0
28	0
7	0
125	0
97	0
34	7
6	0
11	0
114	0
14	0
12	0
28	0
5	0
6	0
3	0
7	0
23	0
26	2
6	0
14	0
14	0
2	0
7	0
453	0
73	0
2	0
10	0
11	0
35	0
10	0
224	0
397	7
46	0
54	0
6	0
48	0
11	0
10	0
9	0
239	0
4	0
6	0
4	0
11	0
44	0
5	0
13	0
11	0
7	0
30	0
6	0
12	0
14	0
41	0
87	0
18	0
6	0
14	0
8	0
10	0
6	0
39	0
35	0
26	0
21	0
6	0
13	0
19	0
12	0
10	0
17	0
359	0
2	0
13	0
67	0
28	0
28	0
16	0
7	0
5	0
26	0
4	0
8	0
12	0
80	0
7	0
12	0
12	0
13	0
30	0
4	0
14	0
4	0
4	0
4	0
5	0
167	0
149	0
256	0
64	0
345	0
173	0
535	18
239	0
240	0
25882	0
235	0
43	0
88	0
93	0
1043	0
116	0
94	1
114	0
417	0
343	0
421	0
490	0
737	0
118	0
262	9
17	0
77	0
295	0
200	0
14	0
217	0
125	0
300	0
28	0
16	0
5	0
104	0
427	0
265	0
6	0
312	0
889	0
169	0
518	0
2	0
220	0
314	0
800	0
18	0
642	0
1	0
11	0
13	0
3	0
413	0
96	0
153	0
296	0
68	0
6	0
663	0
133	0
130	0
91	0
836	0
10	0
809	0
14	0
53	0
190	0
449	0
