UniqueCount	AmbigCount
15	0
0	39
0	39
1	7
0	37
117	0
3	0
47	0
238	0
77	133
17	133
146	0
218	0
256	0
138	0
116	0
165	0
33	0
66	0
78	0
288	0
5	37
7	37
253	0
743	0
267	0
97	183
45	183
26	0
524	0
1321	0
104	0
274	0
976	0
25	0
3	0
4	0
475	0
12	0
131	0
16	0
257	0
0	0
50	0
184	0
56	0
754	0
221	0
37	15
17	15
134	0
559	0
363	0
136	0
225	0
139	0
21	227
10	228
6	0
15	0
96	0
2074	0
29	0
58	0
46	102
73	102
9160	0
40	0
527	13
16	0
1	64
1	64
171	0
5	281
11	281
13	0
11	247
15	247
47	199
6	199
60	0
35	6
328	0
85	0
676	0
296	0
193	0
70	0
138	0
46	0
2	231
49	482
114	482
51	51
0	51
83	0
44	0
101	0
130	0
3	0
94	1
240	3
602	0
28	0
272	0
36	0
16	0
959	0
17	0
179	6
282	1
73	0
57	0
101	0
127	57
215	57
0	26
5	26
86	0
1229	10
100	0
104	28
216	0
190	1
6	0
16	0
7	0
95	0
109	0
86	0
207	0
1	0
22	0
9	0
4	0
26	0
14	0
27	0
41	0
35	0
51	0
32	0
15	0
71	0
2	0
7	0
565	29
86	0
16	0
254	0
58	0
4	0
14	0
34	0
18	0
10	0
64	0
121	0
3508	0
0	0
12	0
9	0
37	0
63	0
60	0
8	0
0	1251
0	1251
225	0
144	0
100	0
4	0
6	0
33	0
82	0
1211	0
5	0
486	0
67	0
0	0
39	0
23	0
24	0
30	0
9	0
8	0
188	0
76	0
38	0
46	0
283	0
43	0
12	0
3	0
16	0
265	0
151	0
3	0
24	0
73	0
23	0
0	0
4	0
1873	12
75	0
20	0
21	0
53	0
18	1
130	0
366	0
50	0
4	0
52	0
43	0
10	0
20	0
5	0
60	0
2	0
2	0
3	0
11	0
699	0
6	0
63	0
2	0
8	0
8	0
4	0
8	0
7	0
95	0
24	0
5	0
14	0
6	0
1	0
3	0
2	0
5	0
9	0
1	0
1	0
1	0
1	0
4	0
1	0
5	0
4	0
1	0
3	0
6	0
2	0
3	0
5	0
3	0
1	0
5	0
12	0
1	0
4	0
0	0
0	0
3	0
5	0
10	0
2	0
0	0
29	0
13	0
3	0
7	0
0	0
1	0
2	0
23	0
4	0
2	0
3	0
4	0
2	0
4	0
6	0
0	0
2	0
3	0
2	0
0	0
12	0
3	0
1	0
5	0
4	0
7	0
4	0
7	0
7	0
1	0
4	0
1	0
19	0
1	0
11	0
13	0
8	0
6	0
7	0
3	0
8	0
24	0
6	0
6	0
2	0
0	0
2	0
2	0
6	0
7	0
5	0
4	0
11	0
67	0
280	4
7	0
3	0
11	0
39	0
184	0
2	0
61	0
2	0
12	0
219	10
1004	0
57	0
19	0
26	0
24	0
53	0
12	0
107	0
6	0
4	0
161	0
10	0
300	0
10	0
34	0
83	5
79	0
3	0
27	0
30	0
2	0
79	0
39	0
143	0
53	0
17	0
33	0
121	0
2	0
54	0
447	0
17	0
14	0
33	0
36	0
28	0
14	0
13	0
581	0
6	0
6	0
81	0
47	0
1427	0
1	0
20	0
37	0
128	0
15	0
64	0
15	0
6	0
13	0
82	0
58	0
58	0
107	0
76	0
23	0
2	0
172	0
419	0
7	0
33	0
7	0
6	0
3	0
227	0
59	0
60	0
225	0
268	0
37	0
198	0
24	0
29	0
11	0
11	0
2	0
292	0
23	0
14	0
4	0
1	0
39	0
14	0
60	0
89	0
92	0
10	0
122	0
27	0
46	0
85	0
4	0
161	0
109	0
3245	0
183	0
16	0
92	0
776	0
35	0
43	0
487	0
51	0
30	0
2	0
48	0
392	0
75	0
132	0
48	0
164	0
5	0
181	0
76	0
13	0
207	0
1	0
138	0
34	0
68	0
79	0
16	0
5	0
379	0
245	0
62	0
24	0
175	0
48	0
56	3
125	0
19	0
1032	0
7	0
80	0
25	0
5	0
138	0
51	0
95	0
98	0
10	0
122	0
33	0
52	0
4	0
88	0
49	0
63	0
88	0
33	0
28	0
27	0
13	0
8	0
19	0
20	0
199	0
9	0
385	1
124	0
864	0
21	0
15	0
4	0
181	0
126	0
162	0
0	0
259	0
192	0
6	0
449	3
12	0
123	0
166	0
49	0
24	0
199	0
31	0
99	0
3	0
58	0
904	0
42	0
180	0
51	0
4	0
3	0
8	0
3	0
74	7
4	0
1	0
1	0
0	0
35	0
16	0
4	0
6	0
3	0
11	0
8	0
2	0
5	0
2	0
10	3
19	0
7	0
1	0
3	0
10	0
2	0
71	0
3	0
2	0
8	0
1	0
9	0
23	0
15	0
30	0
7	0
17	0
12	0
3	0
5	0
9	0
5	0
6	0
16	0
7	0
4	0
1	0
2	0
0	0
0	0
2	0
4	0
6	0
10	0
14	0
7	0
34	0
13	0
0	0
2	0
3	0
4	0
1	0
4	0
1	0
3	0
2	0
5	0
11	0
7	0
5	0
5	0
3	0
8	0
1	0
19	0
7	0
1	0
7	0
4	0
10	0
6	0
2	0
9	0
1	0
37	0
1	0
9	0
6	0
11	0
7	0
17	0
21	0
17	5
6	0
5	0
3	0
8	0
140	0
2	0
18	0
16	0
16	0
3	0
6	0
34	0
42	0
17	0
1	0
17	0
29	0
1	0
5	0
18	0
2	0
