UniqueCount	AmbigCount
27	0
0	47
1	52
0	5
2	52
267	0
7	0
175	0
485	0
60	62
6	62
429	0
489	0
478	0
367	0
226	0
429	0
121	1
167	0
28	0
555	0
6	92
19	91
799	0
1510	0
126	0
41	430
90	430
86	0
899	0
1650	0
264	0
408	0
302	0
81	0
23	0
10	0
869	0
27	0
183	0
29	0
536	5
11	0
180	0
370	0
150	0
1007	0
371	0
127	51
39	51
240	0
605	0
744	0
387	0
286	0
218	0
11	93
1	93
10	1
77	0
220	0
2598	0
6	0
151	0
114	1221
583	1221
16073	2
119	0
109	1
32	0
9	213
6	213
477	0
20	562
19	562
43	0
3	385
71	385
99	456
6	456
214	0
79	9
588	0
206	0
1321	0
522	0
379	0
21	3
278	0
242	0
5	174
174	592
104	592
120	157
2	157
238	0
99	1
239	0
302	1
7	0
252	2
502	19
1062	0
190	0
211	0
130	0
56	0
1957	0
88	0
556	25
270	1
187	0
80	0
92	0
162	57
239	57
3	89
10	89
190	0
2273	19
248	0
55	19
565	0
376	2
9	0
20	0
43	0
177	0
297	0
182	0
371	0
4	0
80	0
20	0
9	0
111	0
40	0
66	0
24	0
80	0
139	0
67	0
42	0
134	0
3	0
4	0
598	26
147	0
33	0
491	0
58	0
12	0
14	0
87	0
24	0
60	0
158	0
361	0
8144	0
7	0
22	0
41	0
75	0
238	0
153	0
13	0
0	4893
0	4893
453	0
344	0
146	0
15	0
6	0
76	0
228	0
783	0
21	0
1002	0
94	0
6	0
102	0
75	0
53	0
76	0
14	0
16	0
495	0
218	0
113	0
116	0
618	0
67	0
26	0
7	0
66	0
456	0
449	0
6	0
54	0
190	0
34	0
39	0
16	0
2920	25
12	0
92	0
52	0
130	0
41	2
278	0
737	0
178	0
11	0
97	0
128	0
27	0
35	0
8	0
141	0
24	0
14	0
2	0
35	0
1277	0
16	0
244	0
2	0
7	0
15	0
19	0
4	0
42	0
172	0
49	0
7	0
19	0
30	0
8	0
7	0
8	0
4	0
23	0
5	0
2	0
7	0
7	0
3	0
10	0
20	0
9	0
12	0
6	0
9	0
4	0
8	0
2	0
26	0
11	0
10	0
16	0
4	0
1	0
6	0
4	0
8	0
3	0
30	0
7	0
13	0
79	0
16	0
9	0
3	0
16	0
8	0
9	0
96	0
14	0
2	0
7	0
7	0
10	0
4	0
1	0
15	0
6	0
6	0
4	0
4	0
18	0
7	0
10	0
11	0
6	0
10	0
4	0
42	0
5	0
7	0
4	0
6	0
8	0
5	0
10	0
30	0
30	0
3	0
14	0
8	0
19	0
62	0
7	0
17	0
12	0
5	0
7	0
5	0
5	0
17	0
14	0
5	0
11	0
137	0
273	2
10	0
14	0
30	0
73	0
461	0
2	0
188	0
11	0
59	0
190	7
2025	0
141	0
29	0
90	0
61	0
103	0
18	0
214	0
5	0
3	0
309	0
28	0
726	0
34	0
54	2
212	10
171	0
14	0
81	0
60	0
2	0
199	0
135	0
249	0
177	0
93	0
78	0
270	0
11	0
192	0
943	0
32	0
13	0
102	0
118	0
39	0
26	0
38	0
1277	0
6	0
4	0
225	0
150	0
2097	0
2	0
49	0
38	0
300	0
5	0
125	0
60	0
6	0
27	0
243	0
167	0
76	0
229	0
197	0
63	0
9	0
333	0
772	0
10	0
14	0
20	0
13	0
11	0
411	0
131	0
132	0
1154	0
472	0
37	0
491	0
71	0
60	0
17	0
31	0
15	0
781	0
59	0
37	0
4	0
7	0
27	0
36	0
138	0
134	0
147	0
25	0
271	0
48	0
138	0
164	0
4	0
286	0
165	0
4296	0
358	0
40	0
174	0
1062	0
76	0
126	0
707	0
95	0
47	0
10	0
105	0
895	0
193	0
349	0
133	0
344	0
16	0
548	0
150	0
21	0
403	0
12	0
350	0
75	0
77	0
120	0
36	0
12	0
553	0
215	0
206	0
102	3
365	0
116	0
142	6
237	0
43	0
436	0
20	0
234	0
87	0
11	0
352	0
120	0
143	0
268	0
29	0
351	0
66	0
139	0
8	0
113	0
169	0
166	0
159	0
130	0
72	0
76	0
41	0
22	0
60	0
48	0
404	0
52	0
744	1
96	0
1011	0
52	0
67	0
9	0
347	0
25	0
427	0
7	0
312	0
446	0
4	0
618	4
21	0
322	0
286	0
46	0
69	0
312	0
61	0
254	0
8	0
190	0
1353	0
124	0
370	0
145	0
7	0
4	0
25	0
26	0
127	17
7	0
7	0
12	0
7	0
102	0
49	0
15	0
11	0
5	0
14	0
19	0
6	0
6	0
9	0
32	3
78	0
14	0
12	0
15	0
17	0
4	0
205	0
9	0
19	0
16	0
25	0
6	0
64	0
21	0
91	0
22	0
30	0
49	0
4	0
14	0
30	0
17	0
16	0
43	0
26	0
12	0
10	0
9	0
5	0
3	0
8	0
12	0
5	0
39	0
8	0
15	0
24	0
32	0
5	0
10	0
8	0
19	0
3	0
9	0
9	0
7	0
