UniqueCount	AmbigCount
10	0
0	37
2	38
0	7
1	37
126	0
3	0
61	0
213	0
85	119
15	119
192	0
238	0
242	0
151	0
101	0
161	0
52	0
57	0
59	0
290	0
5	34
10	34
225	0
692	0
279	0
111	176
49	176
36	0
504	0
1428	0
81	0
288	0
988	0
15	0
6	0
4	0
483	0
8	0
130	0
14	0
283	3
1	0
32	0
151	0
67	0
791	0
231	1
35	18
25	18
120	0
603	0
352	0
156	0
227	0
158	0
16	218
11	218
7	0
13	0
90	0
1988	0
36	0
52	0
46	106
67	106
8978	0
55	0
542	16
18	0
1	70
1	70
180	0
5	270
10	270
12	0
14	253
18	253
48	201
5	201
64	0
44	12
327	0
84	0
646	0
267	0
228	0
54	2
104	0
48	0
3	215
65	465
108	465
58	58
0	58
60	0
45	0
112	0
123	0
4	0
92	1
233	4
639	0
23	0
288	0
51	0
19	0
959	0
30	0
169	2
221	0
82	0
49	0
109	0
146	52
203	52
0	36
4	36
79	0
1271	14
91	0
137	30
229	0
181	2
6	0
11	0
6	0
55	0
117	0
85	0
197	0
0	0
21	0
10	0
6	0
37	0
13	0
26	0
43	0
30	0
64	0
26	0
12	0
60	0
4	0
2	0
573	29
91	0
18	0
267	0
55	0
8	0
8	0
33	0
30	0
6	0
52	0
111	0
3566	0
5	0
13	0
15	0
25	0
67	0
83	0
6	0
0	1297
0	1297
219	0
163	0
100	0
2	0
3	0
40	0
118	0
1172	0
10	0
528	0
41	0
3	0
33	0
22	0
17	0
29	0
3	0
9	0
214	0
90	0
42	0
29	0
302	0
60	0
12	0
3	0
17	0
263	0
149	0
5	0
20	0
64	0
19	0
5	0
2	0
1905	10
68	0
15	0
12	0
55	0
15	0
114	0
422	0
44	0
4	0
40	0
55	0
13	0
24	0
3	0
66	0
4	0
3	0
8	0
15	0
676	0
13	0
63	0
4	0
3	0
2	0
1	0
8	0
5	0
107	0
31	0
2	0
6	0
11	0
3	0
5	0
4	0
5	0
7	0
1	0
4	0
3	0
1	0
3	0
3	0
1	0
7	0
2	0
2	0
5	0
1	0
4	0
5	0
5	0
3	0
3	0
4	0
2	0
4	0
1	0
2	0
3	0
5	0
7	0
2	0
0	0
25	0
9	0
3	0
6	0
3	0
1	0
2	0
33	0
4	0
0	0
8	0
8	0
2	0
1	0
5	0
3	0
2	0
4	0
5	0
1	0
10	0
3	0
0	0
8	0
5	0
10	0
4	0
8	0
3	0
1	0
3	0
2	0
11	0
1	0
7	0
7	0
13	0
3	0
9	0
8	0
11	0
22	0
3	0
8	0
1	0
0	0
1	0
2	0
7	0
7	0
4	0
1	0
6	0
73	0
239	2
9	0
6	0
11	0
40	0
162	0
3	0
72	0
3	0
20	0
219	2
1003	0
51	0
11	0
30	0
28	0
51	0
14	0
89	0
6	0
9	0
145	0
14	0
313	0
11	0
34	2
91	4
97	0
10	0
38	0
28	0
4	0
91	0
41	0
140	0
48	0
25	0
28	0
127	0
2	0
58	0
378	0
17	0
10	0
27	0
38	0
15	0
7	0
10	0
619	0
3	0
3	0
73	0
41	0
1373	0
4	0
15	0
31	0
103	0
14	0
67	0
25	0
0	0
15	0
73	0
58	0
40	0
120	0
62	0
17	0
3	0
158	0
400	0
3	0
25	0
4	0
8	0
12	0
238	0
46	0
66	0
220	0
255	0
39	0
186	0
18	0
27	0
5	0
3	0
6	0
263	0
22	0
11	0
3	0
3	0
26	0
18	0
50	0
71	0
90	0
10	0
128	0
38	0
52	0
95	0
2	0
173	0
100	0
3193	0
161	0
12	0
83	0
789	0
40	0
60	0
475	0
51	0
22	0
2	0
56	0
368	0
77	0
132	0
54	0
150	0
9	0
209	0
75	0
6	0
191	0
2	0
122	0
29	0
58	0
69	0
8	0
3	0
386	0
228	0
80	0
15	1
175	0
51	0
54	1
107	0
19	0
1089	0
3	0
81	0
36	0
7	0
132	0
43	0
89	0
101	0
12	0
132	0
50	0
56	0
8	0
87	1
50	0
62	0
106	0
48	0
28	0
24	0
14	0
6	0
20	0
22	0
195	0
14	0
391	0
119	0
797	0
24	0
15	0
3	0
152	0
123	0
151	0
4	0
243	0
197	0
9	0
413	2
28	0
108	0
144	0
34	0
29	0
208	0
23	0
112	0
3	0
62	0
880	0
33	0
175	0
67	0
6	0
3	0
13	0
6	0
62	9
2	0
4	0
1	0
0	0
45	0
16	0
3	0
12	0
2	0
8	0
5	0
7	0
3	0
3	0
11	1
19	0
6	0
7	0
1	0
11	0
5	0
73	0
4	0
3	0
4	0
11	0
3	0
29	0
16	0
28	0
5	0
16	0
11	0
3	0
3	0
13	0
8	0
4	0
9	0
11	0
3	0
5	0
5	0
4	0
2	0
2	0
4	0
5	0
15	0
11	0
4	0
16	0
21	0
2	0
2	0
3	0
11	0
2	0
6	0
1	0
3	0
4	0
2	0
10	0
4	0
4	0
6	0
1	0
4	0
6	0
16	0
7	0
1	0
2	0
7	0
6	0
5	0
1	0
5	0
1	0
34	0
2	0
6	0
11	0
12	0
3	0
12	0
18	0
22	3
1	0
1	0
6	0
5	0
136	0
5	0
20	0
29	0
8	0
1	0
3	0
36	0
32	0
16	3
1	0
12	0
35	0
5	0
7	0
12	0
3	0
5	0
4	0
1	0
4	0
6	4
1	0
3	0
10	0
1	0
5	0
201	0
88	0
1	0
3	0
5	0
11	0
2	0
92	0
241	4
15	0
24	0
2	0
4	0
7	0
15	0
8	0
84	0
0	0
2	0
4	0
3	0
11	0
4	0
7	0
6	0
2	0
11	0
1	0
3	0
2	0
22	0
58	0
12	0
2	0
9	0
2	0
2	0
3	0
5	0
9	0
14	0
9	1
0	0
6	0
12	0
5	0
8	0
2	0
172	0
2	0
7	0
13	0
9	0
16	0
11	0
7	0
0	0
7	0
7	0
4	0
5	0
36	0
4	0
3	0
1	0
5	0
14	0
2	0
8	0
1	0
3	0
5	0
6	0
65	0
56	0
134	0
18	0
201	0
47	0
212	13
104	0
202	0
16755	0
142	0
16	0
42	0
29	0
561	0
29	0
46	1
38	0
130	0
185	0
135	0
350	0
362	0
27	0
111	11
8	0
31	0
120	0
100	0
2	0
78	0
56	0
97	0
21	0
9	0
2	0
40	0
164	0
100	0
4	0
139	0
534	0
50	0
624	0
14	0
159	0
142	0
518	0
4	0
241	0
7	0
7	0
4	0
3	0
182	0
34	0
57	0
132	0
29	0
0	0
247	0
216	0
41	0
43	0
378	0
4	0
405	0
0	0
27	0
176	0
217	0
103	0
9	0
7	0
34	0
156	0
39	0
28	0
6	0
9	0
5	0
14	0
32	0
351	0
4	0
29	0
7	0
346	0
1	0
11	0
89	0
18	0
45	0
109	0
51	0
184	0
4456	0
53	0
103	0
203	0
17	0
11	0
3	0
37	0
10	0
23	0
51	0
37	0
65	0
4	0
4	0
9	0
8	0
1	0
5	0
8	0
9	0
56	0
13	0
14	0
233	0
54	0
1	0
31	0
2	0
586	0
138	0
2	0
12	0
13	0
28	0
31	0
4	0
77	0
3	0
10	0
12	0
17	0
29	0
88	0
2	0
9	0
158	0
39	0
0	0
12	0
43	0
17	0
67	0
10	0
5	0
4	0
6	0
89	0
7	0
7	0
11	0
5	0
11	0
49	0
203	6
9	0
59	0
5	0
48	24
59	0
14	0
6	0
6	0
3	0
45	0
77	0
10	0
13	0
3	0
31	0
2	0
136	0
12	0
1	0
10	5
11	0
9	0
209	0
10	0
6	0
22	0
88	23
26	0
37	0
6	0
2	0
41	0
147	0
26	0
11	0
69	0
8	0
8	0
2	0
4	0
2	0
4	0
8	0
16	0
1	0
5	0
5	0
17	0
2	0
2	0
2	0
60	0
2	0
13	0
5	0
6	0
3	0
3	0
10	0
4	0
0	0
3	0
15	0
17	0
3	0
2	0
0	0
11	0
1	0
6	0
1	0
3	0
16	0
6	0
205	0
21	0
10	0
7	0
7	0
7	0
8	0
4	0
3	0
2	0
9	0
19	0
3	0
2	0
2	0
58	0
10	1
0	0
9	0
6	0
8	0
5	0
7	0
21	0
14	0
35	0
47	0
3	0
6	0
39	0
6	0
3	0
6	0
10	0
5	0
3	0
13	0
7	0
132	0
9	0
1	0
2	0
40	0
2	0
3	0
197	0
107	0
0	0
18	0
11	0
3	0
3	0
8	0
12	0
13	0
4	0
4	0
1	0
56	29
11	0
7	0
8	0
2	0
2	0
95	6
10	0
6	0
5	0
2	0
